"toon_num";"N_toon";"Toon_category";"Toon_link";"Toon_update";"Toon_newupdate";"Toon_Hit_toon";"Toon_imagelink";"Toon_platform";"Toon_likes"
16;"퍼니게임";" #스릴러 ";"https://comic.naver.com/webtoon/list?titleId=801035";0;0;0;"https://image-comic.pstatic.net/webtoon/801035/thumbnail/thumbnail_IMAG21_01fd148f-edb2-4ada-9571-910981ec3376.jpg";1;0
17;"만렙돌파";" #판타지 #고인물 #게임판타지 #먼치킨 ";"https://comic.naver.com/webtoon/list?titleId=759940";0;0;0;"https://image-comic.pstatic.net/webtoon/759940/thumbnail/thumbnail_IMAG21_3976787538998813497.jpg";1;0
18;"잔불의 기사";" #판타지 #세계관 #판무 #복수극 ";"https://comic.naver.com/webtoon/list?titleId=768536";0;0;0;"https://image-comic.pstatic.net/webtoon/768536/thumbnail/thumbnail_IMAG21_91c5c081-77e6-4516-a503-2f45aad57401.jpg";1;0
19;"나 없는 단톡방";" #드라마 #요즘핫한추천작 #학원물 ";"https://comic.naver.com/webtoon/list?titleId=805907";0;0;0;"https://image-comic.pstatic.net/webtoon/805907/thumbnail/thumbnail_IMAG21_ab626e51-db74-46ff-8fdb-4a62edbc4fd1.jpg";1;0
20;"순정말고 순종";" #로맨스 #로맨스코미디 #연예계 #삼각관계 ";"https://comic.naver.com/webtoon/list?titleId=761461";0;0;0;"https://image-comic.pstatic.net/webtoon/761461/thumbnail/thumbnail_IMAG21_e3c857a7-900b-4085-969a-75d9127b5a38.jpg";1;0
21;"좀비묵시록 82-08";" #액션 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=814742";0;0;0;"https://image-comic.pstatic.net/webtoon/814742/thumbnail/thumbnail_IMAG21_239b2422-91ff-4649-aa83-932f90582e11.jpg";1;0
22;"개같이 탈출";" #드라마 #성장물 #2022 지상최대공모전 #무해한 #힐링 #좀비 #동물 ";"https://comic.naver.com/webtoon/list?titleId=814594";0;0;0;"https://image-comic.pstatic.net/webtoon/814594/thumbnail/thumbnail_IMAG21_8746b12b-566e-4375-b0ab-1eaf48e17a1d.jpg";1;0
23;"물어보는 사이";" #로맨스 #아이돌 #계약연애 #직진남 #인외존재 #연예계 #삼각관계 #뱀파이어 ";"https://comic.naver.com/webtoon/list?titleId=772725";0;0;0;"https://image-comic.pstatic.net/webtoon/772725/thumbnail/thumbnail_IMAG21_7769fa4b-5f29-4622-af74-613bda6a47ef.jpg";1;0
24;"리턴 투 플레이어";" #판타지 #아포칼립스 #게임판타지 #회귀 #소년왕도물 #먼치킨 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=752414";0;0;0;"https://image-comic.pstatic.net/webtoon/752414/thumbnail/thumbnail_IMAG21_b66a0f20-01c1-4b3f-ab8e-1d5ca6f089fe.jpg";1;0
25;"히어로메이커";" #판타지 #히어로 ";"https://comic.naver.com/webtoon/list?titleId=21815";0;0;0;"https://image-comic.pstatic.net/webtoon/21815/thumbnail/thumbnail_IMAG21_7292511306663934265.jpg";1;0
26;"천재 타자가 강속구를 숨김";" #스포츠 #야구 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=807775";0;0;0;"https://image-comic.pstatic.net/webtoon/807775/thumbnail/thumbnail_IMAG21_91cb8ff9-5be3-40ba-8df9-661972577cd2.jpg";1;0
27;"신군";" #액션 #소년왕도물 ";"https://comic.naver.com/webtoon/list?titleId=783050";0;0;0;"https://image-comic.pstatic.net/webtoon/783050/thumbnail/thumbnail_IMAG21_ca9a662b-7a79-4e80-94c9-d62ebe597aad.jpg";1;0
28;"루루라라 우리네 인생";" #일상 #무해한 ";"https://comic.naver.com/webtoon/list?titleId=802039";0;0;0;"https://image-comic.pstatic.net/webtoon/802039/thumbnail/thumbnail_IMAG21_a7a82a34-586c-4acf-b6f2-ab052be786f1.jpg";1;0
29;"칼가는 소녀";" #드라마 #최강자전 #2018 최강자전 #성장드라마 #걸크러시 #감성드라마 ";"https://comic.naver.com/webtoon/list?titleId=730174";0;0;0;"https://image-comic.pstatic.net/webtoon/730174/thumbnail/thumbnail_IMAG21_301ca9ab-3938-4028-832c-48febddd6cf7.jpg";1;0
30;"파견체";" #판타지 #sf #인외존재 ";"https://comic.naver.com/webtoon/list?titleId=791256";0;0;0;"https://image-comic.pstatic.net/webtoon/791256/thumbnail/thumbnail_IMAG21_3833187132113172581.jpg";1;0
31;"시한부의 아이까지 뺏으려 합니다";" #로맨스 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=814362";0;0;0;"https://image-comic.pstatic.net/webtoon/814362/thumbnail/thumbnail_IMAG21_16247d91-5c88-43aa-80e3-f28b2daf868d.jpg";1;0
32;"결혼생활 그림일기";" #일상 ";"https://comic.naver.com/webtoon/list?titleId=741891";0;0;0;"https://image-comic.pstatic.net/webtoon/741891/thumbnail/thumbnail_IMAG21_47b971e4-00b6-451b-862e-1060bae5a80d.jpg";1;0
33;"더블클릭";" #액션 #게임판타지 #스포츠성장 ";"https://comic.naver.com/webtoon/list?titleId=769663";0;0;0;"https://image-comic.pstatic.net/webtoon/769663/thumbnail/thumbnail_IMAG21_935bf47d-9219-4f45-8a58-d5a7af13ce51.jpg";1;0
34;"제국 제일의 상속녀가 되었습니다";" #로맨스 #햇살캐 #러블리 #다정남 #차원이동 #역하렘 #빙의 #로판  ";"https://comic.naver.com/webtoon/list?titleId=814566";0;0;0;"https://image-comic.pstatic.net/webtoon/814566/thumbnail/thumbnail_IMAG21_4f97cbfb-8e3e-445d-848c-ae270c22f5b0.jpg";1;0
35;"아슈타르테";" #로맨스 #로판 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=798277";0;0;0;"https://image-comic.pstatic.net/webtoon/798277/thumbnail/thumbnail_IMAG21_f3e49f1a-befe-435f-bf83-845d8516a82b.jpg";1;0
36;"미친 재능의 플레이어";" #판타지 #요즘핫한추천작 #레드아이스 스튜디오 #사이다 #히어로 #헌터물  ";"https://comic.naver.com/webtoon/list?titleId=814781";0;0;0;"https://image-comic.pstatic.net/webtoon/814781/thumbnail/thumbnail_IMAG21_c88e92fa-e109-47d6-8a59-912749ff3a40.jpg";1;0
37;"악녀교실";" #드라마 #사이다 #학원물 #복수극 ";"https://comic.naver.com/webtoon/list?titleId=814116";0;0;0;"https://image-comic.pstatic.net/webtoon/814116/thumbnail/thumbnail_IMAG21_81d8f011-e821-42a0-9556-1f0f9690b178.jpg";1;0
38;"오빠집이 비어서";" #로맨스 #계약연애 #연예계 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=780414";0;0;0;"https://image-comic.pstatic.net/webtoon/780414/thumbnail/thumbnail_IMAG21_fc2621b0-84c3-404d-a18d-5925dba6ab77.jpg";1;0
39;"인섹터";" #판타지 #힘숨찐 #이능력배틀물 #다크히어로 ";"https://comic.naver.com/webtoon/list?titleId=801710";0;0;0;"https://image-comic.pstatic.net/webtoon/801710/thumbnail/thumbnail_IMAG21_b65d115a-9224-4d45-9773-18addbc432d3.jpg";1;0
40;"서브 남주가 파업하면 생기는 일";" #판타지 #로판 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=803518";0;0;0;"https://image-comic.pstatic.net/webtoon/803518/thumbnail/thumbnail_IMAG21_32d146f5-7e22-4fe4-bc73-92b2e446d7f7.jpg";1;0
41;"꿈의 기업";" #스릴러 #아포칼립스 #sf ";"https://comic.naver.com/webtoon/list?titleId=687915";0;0;0;"https://image-comic.pstatic.net/webtoon/687915/thumbnail/thumbnail_IMAG21_d46ad6b8-e9a8-4bc8-b501-e62adfee0eb6.jpg";1;0
42;"쥴리에타의 드레스 업";" #로맨스 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=808711";0;0;0;"https://image-comic.pstatic.net/webtoon/808711/thumbnail/thumbnail_IMAG21_d0fb6e8e-bae0-4561-b537-bd84a6b3cb09.jpg";1;0
43;"컨트롤X";" #로맨스 #2022 지상최대공모전 #전남친 #연예계 #걸크러시 ";"https://comic.naver.com/webtoon/list?titleId=812403";0;0;0;"https://image-comic.pstatic.net/webtoon/812403/thumbnail/thumbnail_IMAG21_bc35a097-4b19-43bf-849e-26f8712bd65f.jpg";1;0
44;"엘프";" #판타지 #세계관 ";"https://comic.naver.com/webtoon/list?titleId=808776";0;0;0;"https://image-comic.pstatic.net/webtoon/808776/thumbnail/thumbnail_IMAG21_fb25d2f3-790c-48db-beaf-c2504f4ed4c0.jpg";1;0
45;"사이다걸";" #드라마 ";"https://comic.naver.com/webtoon/list?titleId=800333";0;0;0;"https://image-comic.pstatic.net/webtoon/800333/thumbnail/thumbnail_IMAG21_407ea651-d14f-47af-9e06-8813e7160421.jpeg";1;0
46;"헬크래프트";" #판타지 #서스펜스 #두뇌싸움 ";"https://comic.naver.com/webtoon/list?titleId=800034";0;0;0;"https://image-comic.pstatic.net/webtoon/800034/thumbnail/thumbnail_IMAG21_a340a6df-b77c-436a-a729-70927915634d.jpg";1;0
47;"피폐물의 해피엔딩을 위하여";" #로맨스 #빙의 #로판 #구원서사 ";"https://comic.naver.com/webtoon/list?titleId=805437";0;0;0;"https://image-comic.pstatic.net/webtoon/805437/thumbnail/thumbnail_IMAG21_e830e751-20be-4c57-a6ff-f299588d05b6.jpg";1;0
48;"입술이 예쁜 남자";" #로맨스 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=791629";0;0;0;"https://image-comic.pstatic.net/webtoon/791629/thumbnail/thumbnail_IMAG21_4122541015824753209.jpg";1;0
49;"어느날 짝남에게 공작님이 빙의했다";" #로맨스 #최강자전 ";"https://comic.naver.com/webtoon/list?titleId=816528";0;0;0;"https://image-comic.pstatic.net/webtoon/816528/thumbnail/thumbnail_IMAG21_12b8af45-dcdb-4a37-8ccf-b597e490e55c.jpg";1;0
50;"마이너스의 손";" #판타지 #최강자전 #2015 최강자전 ";"https://comic.naver.com/webtoon/list?titleId=679568";0;0;0;"https://image-comic.pstatic.net/webtoon/679568/thumbnail/thumbnail_IMAG21_0e7abd73-060d-42eb-afed-65cafc457104.jpg";1;0
51;"라서드";" #판타지 ";"https://comic.naver.com/webtoon/list?titleId=756140";0;0;0;"https://image-comic.pstatic.net/webtoon/756140/thumbnail/thumbnail_IMAG21_7c527b6e-773f-40c8-aa1a-5cbd9e7dc482.jpg";1;0
52;"하루의 하루";" #드라마 ";"https://comic.naver.com/webtoon/list?titleId=774302";0;0;0;"https://image-comic.pstatic.net/webtoon/774302/thumbnail/thumbnail_IMAG21_4121973654889457249.jpg";1;0
53;"랭커";" #액션 #성장물 #서바이벌 #격투기 #소년왕도물 ";"https://comic.naver.com/webtoon/list?titleId=801827";0;0;0;"https://image-comic.pstatic.net/webtoon/801827/thumbnail/thumbnail_IMAG21_46875d4a-190f-4663-bac5-0d3003263646.jpg";1;0
54;"퇴근 후에 만나요";" #로맨스 #2030연애 #로맨스코미디 #전남친 #오피스로맨스 #사내연애 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=801517";0;0;0;"https://image-comic.pstatic.net/webtoon/801517/thumbnail/thumbnail_IMAG21_0a77b0a7-0677-4228-b88b-84619093999f.jpg";1;0
55;"달로 만든 아이";" #판타지 #최강자전 #2020 최강자전 #오컬트 ";"https://comic.naver.com/webtoon/list?titleId=784107";0;0;0;"https://image-comic.pstatic.net/webtoon/784107/thumbnail/thumbnail_IMAG21_98a19f14-de9a-491d-bc11-a3103e7e671d.jpg";1;0
56;"악당과 악당이 만나면";" #로맨스 #계략여주 #직진남 #로판 #걸크러시 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=804782";0;0;0;"https://image-comic.pstatic.net/webtoon/804782/thumbnail/thumbnail_IMAG21_f09967ec-e4e8-4fb8-a8d5-a65db4c6e14e.jpg";1;0
57;"최후의 금빛아이";" #판타지 #이세계 #성장드라마 ";"https://comic.naver.com/webtoon/list?titleId=772734";0;0;0;"https://image-comic.pstatic.net/webtoon/772734/thumbnail/thumbnail_IMAG21_fdecfea5-8ca1-4a32-9c55-34a30f24266d.jpg";1;0
58;"도깨비 부른다";" #판타지 ";"https://comic.naver.com/webtoon/list?titleId=800618";0;0;0;"https://image-comic.pstatic.net/webtoon/800618/thumbnail/thumbnail_IMAG21_0e4be823-3c99-480c-923a-eaa554b46646.jpg";1;0
59;"주작연애";" #로맨스 #고자극로맨스 #최강자전 #혐관로맨스 #하이틴 #학원로맨스 ";"https://comic.naver.com/webtoon/list?titleId=802854";0;0;0;"https://image-comic.pstatic.net/webtoon/802854/thumbnail/thumbnail_IMAG21_8acfafa7-d1db-42fa-9e01-3b7500650e11.jpg";1;0
60;"매지컬 급식:암살법사";" #판타지 #학원물 #이능력배틀물 ";"https://comic.naver.com/webtoon/list?titleId=791062";0;0;0;"https://image-comic.pstatic.net/webtoon/791062/thumbnail/thumbnail_IMAG21_d358a9ab-09bc-436b-8a77-076cae2ea8d1.jpg";1;0
61;"영앤리치가 아니야!";" #개그 #재벌 ";"https://comic.naver.com/webtoon/list?titleId=734574";0;0;0;"https://image-comic.pstatic.net/webtoon/734574/thumbnail/thumbnail_IMAG21_8688bbf6-1067-465b-9070-4fef7c1ab1cd.jpg";1;0
62;"백호랑";" #판타지 ";"https://comic.naver.com/webtoon/list?titleId=745654";0;0;0;"https://image-comic.pstatic.net/webtoon/745654/thumbnail/thumbnail_IMAG21_3978989878055821874.jpg";1;0
63;"원하나";" #드라마 #2021 최강자전 ";"https://comic.naver.com/webtoon/list?titleId=804469";0;0;0;"https://image-comic.pstatic.net/webtoon/804469/thumbnail/thumbnail_IMAG21_2aa7b888-6149-4ba0-ae84-0158fd0e249c.jpeg";1;0
64;"굿바이 유교보이";" #로맨스 #계략여주 #2030연애 #계약연애 #직진남 #삼각관계 ";"https://comic.naver.com/webtoon/list?titleId=798293";0;0;0;"https://image-comic.pstatic.net/webtoon/798293/thumbnail/thumbnail_IMAG21_fe6bfde6-5033-4037-9c30-eecd3fd70de3.jpg";1;0
65;"오늘의 비너스";" #로맨스 #환골탈태 #2021 지상최대공모전 #친구>연인 #연예계 ";"https://comic.naver.com/webtoon/list?titleId=793944";0;0;0;"https://image-comic.pstatic.net/webtoon/793944/thumbnail/thumbnail_IMAG21_0c4cd9dc-26bc-4977-88ab-ec2939612bba.jpg";1;0
66;"너를 돌려차는 방법";" #로맨스 #동아리 #소꿉친구 #로맨스코미디 #힐링 #혐관로맨스 #학원로맨스     ";"https://comic.naver.com/webtoon/list?titleId=802551";0;0;0;"https://image-comic.pstatic.net/webtoon/802551/thumbnail/thumbnail_IMAG21_04fdcd36-c440-4feb-8b3d-573b3584a32f.jpg";1;0
67;"북부 공작님을 유혹하겠습니다";" #로맨스 #로판 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=794421";0;0;0;"https://image-comic.pstatic.net/webtoon/794421/thumbnail/thumbnail_IMAG21_65e1c328-a2e5-42f6-86ef-47d7424bb44e.jpg";1;0
68;"고백어택";" #로맨스 #짝사랑 #학원로맨스 ";"https://comic.naver.com/webtoon/list?titleId=807397";0;0;0;"https://image-comic.pstatic.net/webtoon/807397/thumbnail/thumbnail_IMAG21_d0a7cee2-4ded-4506-aedf-71c25675247c.jpg";1;0
69;"세번째 로망스";" #로맨스 #타임슬립 #전남친 ";"https://comic.naver.com/webtoon/list?titleId=796368";0;0;0;"https://image-comic.pstatic.net/webtoon/796368/thumbnail/thumbnail_IMAG21_9f304f70-bc24-4cdc-b582-8d1b63d013e0.jpg";1;0
70;"슈퍼스타 천대리";" #감성 #음악 #연예계 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=785749";0;0;0;"https://image-comic.pstatic.net/webtoon/785749/thumbnail/thumbnail_IMAG21_7d010b0f-a77f-4449-a910-1816e2c547cc.jpg";1;0
71;"집사, 주세요!";" #로맨스 #로맨스코미디 #4차원 #학원로맨스 #하이틴 #역하렘 ";"https://comic.naver.com/webtoon/list?titleId=802033";0;0;0;"https://image-comic.pstatic.net/webtoon/802033/thumbnail/thumbnail_IMAG21_ccce5530-0976-4a0d-b76c-d54c5620cdd5.jpg";1;0
72;"어쌔신 크리드 - 잊혀진 사원";" #판타지 #레드아이스 스튜디오 #게임판타지 ";"https://comic.naver.com/webtoon/list?titleId=808760";0;0;0;"https://image-comic.pstatic.net/webtoon/808760/thumbnail/thumbnail_IMAG21_41bce5b2-aa2a-4186-94ea-22bf8b37488a.jpg";1;0
73;"메리의 불타는 행복회로";" #드라마 ";"https://comic.naver.com/webtoon/list?titleId=797253";0;0;0;"https://image-comic.pstatic.net/webtoon/797253/thumbnail/thumbnail_IMAG21_3adf296f-505b-4824-98b0-61c28432fb2d.jpg";1;0
74;"포스트 팬데믹";" #스릴러 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=807159";0;0;0;"https://image-comic.pstatic.net/webtoon/807159/thumbnail/thumbnail_IMAG21_e7c75b1e-7bc4-484b-874d-1245f114479e.jpg";1;0
75;"역주행!";" #드라마 #아이돌 #아이돌연애 #연예계 ";"https://comic.naver.com/webtoon/list?titleId=776256";0;0;0;"https://image-comic.pstatic.net/webtoon/776256/thumbnail/thumbnail_IMAG21_d520a876-7403-4349-a56a-f1203882bed2.jpg";1;0
76;"토마토가 돼라!";" #로맨스 ";"https://comic.naver.com/webtoon/list?titleId=805702";0;0;0;"https://image-comic.pstatic.net/webtoon/805702/thumbnail/thumbnail_IMAG21_e7e812d2-5d0a-46c6-8a39-b67a5010a7bc.jpg";1;0
77;"러브 똘츄얼리";" #로맨스 ";"https://comic.naver.com/webtoon/list?titleId=811129";0;0;0;"https://image-comic.pstatic.net/webtoon/811129/thumbnail/thumbnail_IMAG21_02284133-0eb0-407a-9c4e-7381dbd7a8a4.jpg";1;0
78;"버그이터";" #판타지 #2021 지상최대공모전 #게임판타지 #먼치킨 ";"https://comic.naver.com/webtoon/list?titleId=793067";0;0;0;"https://image-comic.pstatic.net/webtoon/793067/thumbnail/thumbnail_IMAG21_3544444194497192757.jpg";1;0
79;"트러블리걸";" #로맨스 ";"https://comic.naver.com/webtoon/list?titleId=808074";0;0;0;"https://image-comic.pstatic.net/webtoon/808074/thumbnail/thumbnail_IMAG21_d4899238-5123-443d-826c-f70b1f3618a5.jpg";1;0
80;"결혼공략";" #로맨스 #로맨스코미디 #캠퍼스로맨스 #청춘로맨스 ";"https://comic.naver.com/webtoon/list?titleId=792317";0;0;0;"https://image-comic.pstatic.net/webtoon/792317/thumbnail/thumbnail_IMAG21_524ed207-a4c2-4864-b8e1-3aef96a7ba41.jpg";1;0
81;"루크 비셸 따라잡기";" #로맨스 #다정남 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=794939";0;0;0;"https://image-comic.pstatic.net/webtoon/794939/thumbnail/thumbnail_IMAG21_23006afc-accd-46f6-8014-c955c4aa6241.jpg";1;0
82;"파운더";" #액션 #범죄 ";"https://comic.naver.com/webtoon/list?titleId=791205";0;0;0;"https://image-comic.pstatic.net/webtoon/791205/thumbnail/thumbnail_IMAG21_7149240538535388720.jpg";1;0
83;"중독연구소";" #드라마 ";"https://comic.naver.com/webtoon/list?titleId=740132";0;0;0;"https://image-comic.pstatic.net/webtoon/740132/thumbnail/thumbnail_IMAG21_d6f6e062-23d4-432a-a4be-6e1e66f63ede.jpg";1;0
84;"행운을 부탁해!";" #로맨스 #로맨스코미디 #현실로맨스 #로판 ";"https://comic.naver.com/webtoon/list?titleId=799868";0;0;0;"https://image-comic.pstatic.net/webtoon/799868/thumbnail/thumbnail_IMAG21_edfa4344-9f13-4a6c-8b9f-00d08cf37a1d.jpg";1;0
85;"악취해결사";" #드라마 #최강자전 #2021 최강자전 #학원물 #성장드라마 ";"https://comic.naver.com/webtoon/list?titleId=807600";0;0;0;"https://image-comic.pstatic.net/webtoon/807600/thumbnail/thumbnail_IMAG21_f1a481c2-78fb-433d-8db4-01e31b150755.jpg";1;0
86;"트리거";" #판타지 #아포칼립스 #인외존재 ";"https://comic.naver.com/webtoon/list?titleId=764480";0;0;0;"https://image-comic.pstatic.net/webtoon/764480/thumbnail/thumbnail_IMAG21_9551ea28-1692-4478-a090-10ef47770f40.jpg";1;0
87;"오로지 오로라";" #판타지 #최강자전 #2019 최강자전 #히어로 ";"https://comic.naver.com/webtoon/list?titleId=764623";0;0;0;"https://image-comic.pstatic.net/webtoon/764623/thumbnail/thumbnail_IMAG21_7305232428546929716.jpg";1;0
88;"모스크바의 여명";" #드라마 #힐링 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=772243";0;0;0;"https://image-comic.pstatic.net/webtoon/772243/thumbnail/thumbnail_IMAG21_3918807214864216674.jpg";1;0
89;"별을 쫓는 소년들";" #판타지 #히어로 #연예계 ";"https://comic.naver.com/webtoon/list?titleId=786979";0;0;0;"https://image-comic.pstatic.net/webtoon/786979/thumbnail/thumbnail_IMAG21_495b3195-2185-458e-a07b-4af0f4ff6532.jpg";1;0
90;"제왕";" #액션 #성장물 #범죄 #두뇌싸움 #느와르 ";"https://comic.naver.com/webtoon/list?titleId=783535";0;0;0;"https://image-comic.pstatic.net/webtoon/783535/thumbnail/thumbnail_IMAG21_4b6a83cd-a5e9-408f-bbac-244f25240394.jpg";1;0
91;"연애 연기대상";" #로맨스 #고자극로맨스 #2030연애 #로맨스코미디 #계약연애 #캠퍼스로맨스  ";"https://comic.naver.com/webtoon/list?titleId=803123";0;0;0;"https://image-comic.pstatic.net/webtoon/803123/thumbnail/thumbnail_IMAG21_4a7c5fbd-fe54-484c-a2e6-0ec548fbbb5c.jpg";1;0
92;"너는 그냥 개그만화나 그려라";" #개그 #요즘핫한추천작 #지금추천작 ";"https://comic.naver.com/webtoon/list?titleId=814543";0;0;0;"https://image-comic.pstatic.net/webtoon/814543/thumbnail/thumbnail_IMAG21_b9d0083f-ced5-4ba8-ac33-c685b96d611a.jpg";1;0
93;"김부장";" #액션 #사이다 #먼치킨 #다크히어로 #느와르 ";"https://comic.naver.com/webtoon/list?titleId=783053";0;0;0;"https://image-comic.pstatic.net/webtoon/783053/thumbnail/thumbnail_IMAG21_d7732f14-26da-4e35-8762-660cc87b53f1.jpg";1;0
94;"내가 키운 S급들";" #판타지 #회귀 #헌터물 #이능력배틀물 #소년왕도물 #먼치킨 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=784248";0;0;0;"https://image-comic.pstatic.net/webtoon/784248/thumbnail/thumbnail_IMAG21_20a8aca7-23d3-4bc0-9916-a31ebc884ca8.jpg";1;0
95;"마루는 강쥐";" #개그 #무해한 #햇살캐 #4차원 #동물 ";"https://comic.naver.com/webtoon/list?titleId=796152";0;0;0;"https://image-comic.pstatic.net/webtoon/796152/thumbnail/thumbnail_IMAG21_26b9c1d8-ca2d-4fc7-87ea-a3334634236a.jpg";1;0
96;"멸망 이후의 세계";" #판타지 #레드아이스 스튜디오 #차원이동 #아포칼립스 #소설원작 ";"https://comic.naver.com/webtoon/list?titleId=789979";0;0;0;"https://image-comic.pstatic.net/webtoon/789979/thumbnail/thumbnail_IMAG21_792cd36e-d722-4970-933b-3da7c37ee812.jpg";1;0
